CIRCLE
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645468318.2068062,2.627868944476915,-2.0412209278154494,0.0026470220442132877,0.0033080142676119263,-0.020967886360571977,0.04317380981604911,-0.9988420430324022,-0.5562133566188121,0.5295591000000012,9.86557438211056,0.00035087525105833694,-0.010976378393207387,-0.01873568300818414,-0.39033951244460774,0.5734070726234822,0.060426278064212594,0.008073228520955728,-0.003369284334886002,-0.7937608679763198,0.6081670456164149,1474.0,1474.0,1473.0,1475.3295116589802,1448.7765038863267,1512.2234961136733,-1.1403562740924826,-1.1403562740924826,-1.187569460573286,-1.0776737776870668,-2.3564935455116687,0.6815836496364979,-2.2807125481849653,-0.6815836496364979,-4.621736783772022,-0.1066391351544719,-0.015968803768980293,0.0340791824818249
1645468318.306806,2.62862791120942,-2.040969338943445,0.0020428259195143547,0.002311787370110489,-0.021532080981348522,0.042734987673719936,-0.9988517136974312,-0.5519164145474652,0.5379262096983113,9.805345525754225,-0.012117662774068111,-0.0043801605643730285,-0.016797421424955765,-0.39807065910854245,0.5827169640326664,9.488213234969817e-06,0.0076200827260841835,-0.002945809847127723,-0.7947466917346643,0.6068862764310944,1474.0,1474.0,1472.7733448946144,1473.0,1448.0,1513.0,-1.1403562740924826,-1.1403562740924826,-1.1982806397253205,-1.187569460573286,-2.395161595995887,0.719951438208227,-2.2807125481849653,-0.719951438208227,-4.7810116962944935,-0.12475971608395577,-0.0016295117470241178,0.03599757191041136
1645468318.406806,2.628701590658061,-2.040988617762908,0.0019682457587018166,0.0021995233282648343,-0.0215276004712704,0.0426911016782129,-0.998853940450043,-0.5645509369158511,0.5195290584109589,9.81534291775734,-0.006516770260337449,-0.006574007585247036,-0.011037912976879952,-0.42420492718561076,0.5672851629097848,0.009814338058862285,0.007168305393631478,-0.0023981087125046255,-0.7955715393046557,0.6058125042625048,1474.0,1474.0,1472.226454672512,1473.4529093450242,1447.773545327488,1512.773545327488,-1.1403562740924826,-1.1403562740924826,-1.2241253659470015,-1.1661950975933812,-2.406476100698568,0.7087620994952899,-2.2807125481849653,-0.7087620994952899,-4.796796564238951,-0.1173713865510094,-0.002827236502682396,0.0354381049747645
1645468318.506806,2.6313887930885342,-2.0403842364499636,0.0005374379763200882,0.001020069728456241,-0.022072080300447054,0.04317415985430644,-0.9988231948897837,-0.5630363103754119,0.4926976311262369,9.877661681126236,0.007575266215020894,-0.013742557519001802,-0.008605717659366881,-0.42588312003296025,0.5325279766496729,0.07205435438777665,0.006796859945023282,-0.002613874189690138,-0.7962046227413172,0.6049836105895474,1474.0,1474.0,1472.811475716789,1475.188524283211,1447.188524283211,1512.0,-1.1403562740924826,-1.1403562740924826,-1.1964786681049187,-1.084295618182493,-2.435705894384037,0.6705404961030581,-2.2807125481849653,-0.6705404961030581,-4.716480180671448,-0.10444353607695621,-0.027113031416909433,0.03352702480515291
1645468318.6068058,2.6321209169257593,-2.040648166367732,0.00010918669640418827,0.0003304590453183228,-0.022608413237053204,0.04325654708166027,-0.9988081004789129,-0.5655100922522458,0.5132214077477554,9.885083026756737,0.008289765466667612,-0.017929124383205274,-0.00814764909542882,-0.4281630145254238,0.5407043955282469,0.07943506243266991,0.006426804744290976,-0.003114942432498567,-0.7967911655575541,0.6042125717029194,1474.0,1474.0,1472.0154824362457,1476.0,1447.9845175637543,1512.0,-1.1403562740924826,-1.1403562740924826,-1.2340954101465746,-1.046043210903008,-2.39593515520652,0.6705404961030581,-2.2807125481849653,-0.6705404961030581,-4.676073776256103,-0.09571858390502501,-0.020264393477464036,0.03352702480515291
1645468318.7068057,2.6328530407629844,-2.040912096285501,-0.0003190645835117117,-0.00035915189234953204,-0.023144728759949367,0.043338900991462884,-0.9987922367546711,-0.5545398318925036,0.5219720590537493,9.85217224567751,0.0028853308008363176,-0.013064329481211539,-0.009294384569082182,-0.42008378434413923,0.5398532496545317,0.046461003400623105,0.006016897800620099,-0.0034098609448790515,-0.7973981751334221,0.6034138878772031,1474.0,1474.0,1472.8573022747983,1476.0,1447.1426977252017,1512.0,-1.1403562740924826,-1.1403562740924826,-1.1943130143821648,-1.046043210903008,-2.4379955570364027,0.6705404961030581,-2.2807125481849653,-0.6705404961030581,-4.678351782321576,-0.10029355941793212,-0.034586883056465234,0.03352702480515291
1645468318.8068056,2.634071412430895,-2.041201248541299,-0.0009502418849900734,-0.0013876839361193207,-0.023931751639382708,0.04325618120899639,-0.9987763755636089,-0.5371310372613528,0.5250896745227067,9.804415287261353,-1.9955481788399426e-05,-0.007216470211923733,-0.0120180321824105,-0.40556544584992577,0.5356880551410731,-0.0013461625239151423,0.005678827780316273,-0.003611432734697186,-0.7979921761508355,0.602630230963149,1474.0,1474.0,1473.0,1475.1674128110562,1446.1674128110562,1512.0,-1.1403562740924826,-1.1403562740924826,-1.187569460573286,-1.0852907984626108,-2.4868665156350196,0.6705404961030581,-2.2807125481849653,-0.6705404961030581,-4.759726774670916,-0.10558254067530749,-0.03745109490484646,0.03352702480515291
1645468318.9068055,2.6343683342477178,-2.0412303634447237,-0.00108320412713871,-0.001490576222658541,-0.023967432669298086,0.04316921741593731,-0.9987791342541467,-0.5250971176038903,0.512176791198056,9.79238136760389,0.0013383276993819892,-0.0056835332792334065,-0.014653804462491975,-0.3969911901509309,0.5205055226963294,-0.013427936416153646,0.005472200041428884,-0.003591390728503118,-0.7986588881727174,0.6017484003153319,1474.0,1474.0,1473.0,1475.8252354262472,1446.8252354262472,1512.0,-1.1403562740924826,-1.1403562740924826,-1.187569460573286,-1.0542814927331399,-2.4538869746764016,0.6705404961030581,-2.2807125481849653,-0.6705404961030581,-4.695737927982828,-0.10201647051641832,-0.03710630373974576,0.03352702480515291
1645468319.0068054,2.637499659091489,-2.0405339792742128,-0.0030959426142986007,-0.0027667015395163477,-0.024427662725245505,0.04264162002502742,-0.9987879288908202,-0.5193524748327678,0.5178711150334476,9.796043399665535,-0.006313223246601729,0.004060813736140824,-0.01818044852753369,-0.3974812956180626,0.5330706877231234,-0.009833641081000564,0.00543296295081928,-0.0031131618913337695,-0.7994476610875334,0.6007031116269382,1474.8310610380142,1474.8310610380142,1473.0,1473.506816885957,1447.0,1512.8310610380142,-1.1011520077541674,-1.1011520077541674,-1.187569460573286,-1.163660162860265,-2.4451252579383436,0.7116040049382459,-2.202304015508335,-0.7116040049382459,-4.796354881371895,-0.12178113162719562,-0.01643173603833869,0.0355802002469123
1645468319.1068053,2.637489405575763,-2.039341692509276,-0.003289503537202067,-0.0023804895507084614,-0.024272084728381958,0.04275961642159128,-0.9987876723187544,-0.55897905,0.5093877988720728,9.87529655,-0.0085798195560208,0.000488977958815183,-0.017745106044087897,-0.44760208633956666,0.5389372478126649,0.06932373788152539,0.005448187129689692,-0.0021989809350493827,-0.8003149243087123,0.599551085120015,1475.0,1475.0,1473.0,1473.5856135955446,1447.5856135955446,1512.4143864044554,-1.0931825232546544,-1.0931825232546544,-1.187569460573286,-1.1599207766811441,-2.415865858221646,0.6910157187427719,-2.1863650465093087,-0.6910157187427719,-4.763356095476076,-0.11774815213238873,-0.01196573366926275,0.0345507859371386
1645468319.2068052,2.6360983790500234,-2.034664087100974,-0.003971900652953371,-0.0010083685324789563,-0.022715608995657874,0.04288496442093379,-0.998821237323013,-0.55897905,0.49306912552895316,9.87529655,0.0034931260973964946,-0.019402575207516995,-0.01835211119063901,-0.45242597104433663,0.5147007529188515,0.06925005679052715,0.005012560434839099,-0.0023678416808045268,-0.8011347950537754,0.5984582756699144,1475.0,1475.0,1472.652186374141,1474.6956272517182,1447.652186374141,1512.0,-1.0931825232546544,-1.0931825232546544,-1.2040063021425869,-1.107552905618677,-2.412539638417289,0.6705404961030581,-2.1863650465093087,-0.6705404961030581,-4.724098846178553,-0.10625244621778551,-0.017671575364804442,0.03352702480515291
1645468319.3068051,2.635965012196789,-2.030839943716797,-0.0046962603890972265,-0.00011641641305133735,-0.02131275394256495,0.0448494209524996,-0.9987663802946253,-0.5358840940234092,0.49610623899414885,9.794464204081933,0.010198829903205385,-0.013485203126549274,-0.02104467533569262,-0.426085613750939,0.5081681563018463,-0.011560683509634365,0.0048575830610306505,-0.002850746652889353,-0.8019959327212337,0.5973029390760809,1475.1916834528938,1475.1916834528938,1472.5750503586812,1476.0,1446.6166330942126,1512.0,-1.0841466970960545,-1.0841466970960545,-1.2076761567181988,-1.046043210903008,-2.464378752502336,0.6705404961030581,-2.168293394192109,-0.6705404961030581,-4.718098120123543,-0.09875679804928822,-0.03686539235419756,0.03352702480515291
1645468319.406805,2.6384042057512773,-2.027542536435345,-0.0049486525727603,0.00024665246381610627,-0.021567770107962934,0.04454886748320222,-0.9987743333011198,-0.5128588649643905,0.5001391500000012,9.772471375178048,0.011120447600173906,-0.0032857973892222044,-0.02318491176234596,-0.39695895475615567,0.5058939443523929,-0.03349099627701706,0.004919874915038633,-0.003286633164029809,-0.8029195225629625,0.5960580786807019,1476.0264767199444,1476.0264767199444,1475.0264767199444,1475.9735232800556,1445.0264767199444,1511.9735232800556,-1.0447958958700745,-1.0447958958700745,-1.091934428883148,-1.0472913052745143,-2.5442374371054273,0.6692362890043624,-2.089591791740149,-0.6692362890043624,-4.68346317126309,-0.11198239136077057,-0.0708770480158588,0.03346181445021811
1645468319.506805,2.6388026717058817,-2.027123526073009,-0.0050409456369983775,3.965113992102656e-05,-0.021610477806144654,0.04443675565558268,-0.9987784341001679,-0.5038826525185144,0.5038826525185156,9.832326447481487,0.007848157775638234,0.0031073825308913358,-0.02306359240055803,-0.3800556547305725,0.508697864644536,0.026460209836501956,0.0052216822248683644,-0.003557411491006919,-0.8039036448165217,0.5947259946470628,1476.859257420828,1476.859257420828,1475.859257420828,1475.140742579172,1445.859257420828,1511.140742579172,-1.0055636990749277,-1.0055636990749277,-1.0526777193037753,-1.086548014853887,-2.5023403899909447,0.6282146479540485,-2.0111273981498554,-0.6282146479540485,-4.641566124148607,-0.11383264738022132,-0.06354506477082437,0.03141073239770242
1645468319.6068048,2.6468580911390287,-2.023406270067416,-0.006652061470407792,0.002076239711648004,-0.019605699974077438,0.037514736100910856,-0.9991015715794191,-0.520402929513678,0.5197524500000011,9.817974435531914,0.012294305299328505,0.0010643013939094525,-0.019928573931738993,-0.38823981317903633,0.5250334486802519,0.012216729428154615,0.005583379732647501,-0.0037824403573145987,-0.8048334576338185,0.59346240360186,1477.0,1477.0,1477.1805320345206,1475.0,1446.0,1511.0,-0.998933333412424,-0.998933333412424,-0.9904429086565366,-1.0931825232546544,-2.495259656174312,0.6212818605381472,-1.997866666824848,-0.6212818605381472,-4.578885088085503,-0.12053938127295928,-0.07203598924604619,0.031064093026907356
1645468319.7068048,2.6597062292205234,-2.0230489849907625,-0.00777950603606619,0.003835757606514699,-0.018205491791796282,0.021369709795589224,-0.9995985106708869,-0.5387765992841637,0.5197524500000011,9.860846331663048,0.010919234975874569,0.003295498152100813,-0.018949008775204272,-0.3979901616868934,0.5291302923914499,0.05521417190851172,0.006066932969653576,-0.0038660996052679543,-0.8056914303280326,0.5922917901627144,1477.3540774758312,1477.3540774758312,1478.0,1475.0,1446.3540774758312,1511.0,-0.9822614352618041,-0.9822614352618041,-0.9518478809659427,-1.0931825232546544,-2.4775081949946043,0.6212818605381472,-1.9645228705236082,-0.6212818605381472,-4.522538599215202,-0.12497780945737758,-0.07568361338545126,0.031064093026907356
1645468319.8068047,2.660518615374186,-2.023042602906413,-0.007852440185772731,0.0038046647080735695,-0.01814451884707671,0.02034947962123134,-0.9996210280108219,-0.5278762660905286,0.5495670374732612,9.838251705399163,0.010205735895425169,0.00230660896839508,-0.012173192531757995,-0.3793226301069262,0.5635077208421115,0.03273773281462633,0.006528629125371784,-0.0039053970772436474,-0.8064271549905454,0.5912845072968403,1477.7739057056006,1477.7739057056006,1478.2260942943994,1475.2260942943994,1447.2260942943994,1510.7739057056006,-0.962493633113304,-0.962493633113304,-0.9412065171688634,-1.0825245936900383,-2.433828759045856,0.6101780639669,-1.924987266226608,-0.6101780639669,-4.457559869904758,-0.12303273999414262,-0.07176708843271704,0.030508903198344997
1645468319.9068046,2.661331001527848,-2.0230362208220636,-0.007925374335479273,0.0037735678297206618,-0.018083526922081657,0.01932922816007426,-0.9996424996860772,-0.5171875877890559,0.5756126716582093,9.781492159447264,0.006894114409321471,0.003514743433092079,-0.00741414887071188,-0.36216715992048015,0.5954984453186808,-0.023911251318528517,0.0069774580080739015,-0.0038492462965995585,-0.8069900130273112,0.5905113184832902,1477.0,1477.0,1479.221211793411,1475.778788206589,1448.0,1510.221211793411,-0.998933333412424,-0.998933333412424,-0.8943734569556305,-1.056470982728476,-2.395161595995887,0.5830345184677769,-1.997866666824848,-0.5830345184677769,-4.346006035679994,-0.12067225619573818,-0.07775550235456159,0.029151725923388844
1645468320.0068045,2.676142576139203,-2.024410687419206,-0.00914996371833711,0.0037674926824127716,-0.01592802395016381,-0.0018303660542315914,-0.99986436770796,-0.547861427264414,0.5589790500000011,9.795532377264413,0.003165611619867852,0.0065040665313182075,-0.0087701109300159,-0.3882578519625886,0.587817575747064,-0.00977459235913187,0.0074389214480237815,-0.003611942948303552,-0.8075375650815578,0.5897581684877091,1477.2283176231126,1477.2283176231126,1480.0,1475.2283176231126,1448.2283176231126,1510.7716823768874,-0.9881828948266639,-0.9881828948266639,-0.8577301830846409,-1.0824197875033659,-2.383791920283487,0.6100688732869313,-1.9763657896533278,-0.6100688732869313,-4.323941890871494,-0.13260135733336634,-0.07763734119670908,0.030503443664346562
1645468320.1068044,2.676837221438725,-2.024406850262364,-0.009167508218662735,0.004173408842013885,-0.016462372422347674,-0.0028397676218858267,-0.9998517433463419,-0.5507203904437095,0.5589790500000011,9.835555308447017,0.002024364114010505,0.002581464061600718,-0.0006759096914508008,-0.3885805362265057,0.5948599418910836,0.030311540510837058,0.007757729674928742,-0.003392638462572834,-0.8079688039477324,0.5891644248270799,1477.8115409851387,1477.8115409851387,1480.1884590148613,1475.8115409851387,1449.1884590148613,1510.0,-0.9607215589483091,-0.9607215589483091,-0.8488646388908822,-1.0549270392700423,-2.336009560009235,0.5721705081232358,-1.9214431178966183,-0.5721705081232358,-4.23980123817016,-0.12382701496516968,-0.07563812932345439,0.028608525406161787
1645468320.2068043,2.6921897724614166,-2.0243450798759413,-0.010225927343705664,0.005126875904961387,-0.014149828218173982,-0.02392205292356597,-0.9996005366589064,-0.5597128673168495,0.5521966775610513,9.87529655,0.0004334425635885049,0.0010502911253591836,0.0016746967160790336,-0.39570067972154166,0.5912213970002275,0.07009643353811992,0.00793098720815824,-0.003315245266034759,-0.8082725028097275,0.5887458448196718,1477.0,1477.0,1481.0,1475.0053080044788,1449.9946919955212,1510.0,-0.998933333412424,-0.998933333412424,-0.8106878900944139,-1.0929323075735604,-2.295991132278213,0.5721705081232358,-1.997866666824848,-0.5721705081232358,-4.199611329946187,-0.13258794693166812,-0.06866491355679176,0.028608525406161787
1645468320.3068042,2.693290497315782,-2.024388383563178,-0.010277805280309353,0.0050515291409331765,-0.014223828037383632,-0.02547584608494973,-0.9995614768665093,-0.5850083808174265,0.5412510741689402,9.85644330831061,0.0025062982736032456,-0.0005843475147388884,-0.005674183106857042,-0.42000710423336196,0.5843334953273341,0.05127629873073592,0.00809578857190538,-0.0031722953389811395,-0.8086684325924555,0.588200442772821,1477.0,1477.0,1481.0,1475.8576572841794,1449.1423427158206,1510.0,-0.998933333412424,-0.998933333412424,-0.8106878900944139,-1.0527531486450559,-2.3382986027855264,0.5721705081232358,-1.997866666824848,-0.5721705081232358,-4.201739641524997,-0.12796734365489007,-0.08310007370805991,0.028608525406161787
1645468320.406804,2.7109203962427197,-2.0256733019515334,-0.010890824313772597,0.005616601686020094,-0.013169071897635158,-0.046714493997742565,-0.9988056794899549,-0.5298583357603407,0.5503693430413641,9.778726228801704,0.001196654156076621,-0.0037038574911589105,-0.009412051159059975,-0.36339197179652,0.5910088330221271,-0.026426214189168403,0.008085915142813985,-0.0033095558794726553,-0.8092071023867381,0.587458534930801,1477.5939103724593,1477.5939103724593,1481.0,1474.218268882622,1449.5939103724593,1510.5939103724593,-0.9709687948125184,-0.9709687948125184,-0.8106878900944139,-1.1300971185574544,-2.3158844519552324,0.601338249727957,-1.9419375896250368,-0.601338249727957,-4.2566694606071005,-0.14196625497564214,-0.06564240257808868,0.03006691248639785
1645468320.506804,2.7119508051729695,-2.025695961407176,-0.010972210146434321,0.005696581223212504,-0.012939381740258242,-0.04782614064229465,-0.9987556165718473,-0.5380135310143824,0.5829901240575309,9.819502205071913,-0.008099260385606528,0.0008922334393525024,-0.004180904098817645,-0.37995696075783775,0.6334768858619804,0.014257455301624103,0.00803576525718423,-0.002645383078770054,-0.8096439461478616,0.5868603827923781,1477.6425567637345,1477.6425567637345,1481.0,1473.714886472531,1450.0,1510.6425567637345,-0.9686782574694351,-0.9686782574694351,-0.8106878900944139,-1.1538314882369318,-2.295727662538411,0.6037273397935891,-1.9373565149388703,-0.6037273397935891,-4.260247040869757,-0.14511379825026763,-0.05796144973623646,0.03018636698967945
1645468320.606804,2.730781457772857,-2.0242226147593723,-0.010703174664251094,0.005962336280010292,-0.01207397736520983,-0.07026714078660527,-0.9974373155954934,-0.559726478273202,0.5425873613852967,9.805902571726799,-0.0015609265271722232,-0.007904103240067437,-0.0005450761964525619,-0.40593647459465143,0.587750268636006,0.0005652150467986145,0.007701181797972431,-0.0027353705940065583,-0.809810572244277,0.5866345085553908,1477.0,1477.0,1481.0,1475.1896900868987,1449.8103099131013,1510.0,-0.998933333412424,-0.998933333412424,-0.8106878900944139,-1.0842406629983203,-2.3051431779240996,0.5721705081232358,-1.997866666824848,-0.5721705081232358,-4.200071731016834,-0.1315884078055155,-0.07178755934548894,0.028608525406161787
